,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,figth_year,attended,fight_coutry,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
1362,Melvin Guillard,Waylon Lowe,1,Lightweight,f,KO/TKO,1,2010,14996.0, USA,48,15,3,2,"5' 9""","68""",Orthodox,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,70.588234,1983,11,5,0,2,"5' 7""",,Southpaw,1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,61.11111,1980
1363,Cyrille Diabate,Luiz Cane,1,Light Heavyweight,f,KO/TKO,1,2010,14996.0, USA,20,10,3,0,"6' 6""","81""",Southpaw,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,60.60606,1973,12,5,0,1,"6' 2""","77""",Southpaw,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3,66.666664,1981
1364,Aaron Riley,Joe Brammer,1,Lightweight,f,DEC,3,2010,14996.0, USA,29,14,1,0,"5' 8""","69""",Southpaw,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,65.90909,1980,7,3,1,0,"5' 8""",,Orthodox,2.15,31.0,2.8,56.0,0.81,50.0,50.0,0.0,63.636364,1983
1365,Ryan Jensen,Jesse Forbes,1,Middleweight,f,SUB,1,2010,14996.0, USA,15,8,0,0,"6' 1""","76""",Orthodox,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,65.21739,1977,15,5,0,0,"6' 2""","75""",Southpaw,2.11,24.0,4.06,53.0,1.79,75.0,66.0,1.2,75.0,1984
1366,Chuck Liddell,Rich Franklin,0,Light Heavyweight,f,KO/TKO,1,2010,17669.0, Canada,21,8,0,0,"6' 2""","76""",Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,72.413795,1969,29,7,0,1,"6' 1""","75""",Southpaw,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,78.37838,1974
1367,Pat Barry,Mirko Cro Cop,0,Heavyweight,f,SUB,3,2010,17669.0, Canada,8,7,0,0,"5' 11""","74""",Orthodox,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,53.333332,1979,31,11,2,1,"6' 2""","73""",Southpaw,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,68.888885,1974
1368,Martin Kampmann,Paulo Thiago,1,Welterweight,f,DEC,3,2010,17669.0, Canada,20,7,0,0,"6' 0""","72""",Orthodox,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,74.07407,1982,15,8,0,0,"5' 11""","73""",Orthodox,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,65.21739,1981
1369,Gilbert Yvel,Ben Rothwell,0,Heavyweight,f,DEC,3,2010,17669.0, Canada,36,16,1,1,"6' 2""","77""",Orthodox,1.05,47.0,1.78,50.0,0.0,0.0,25.0,1.0,66.666664,1976,36,10,0,0,"6' 4""","78""",Orthodox,2.89,41.0,3.92,46.0,0.84,36.0,69.0,0.4,78.26087,1981
1370,Rory MacDonald,Carlos Condit,0,Welterweight,f,KO/TKO,3,2010,17669.0, Canada,18,4,0,0,"6' 0""","76""",Orthodox,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,81.818184,1989,30,12,0,0,"6' 2""","75""",Orthodox,3.62,39.0,2.36,57.0,0.59,55.0,37.0,1.1,71.42857,1984
1371,Tyson Griffin,Evan Dunham,0,Lightweight,f,DEC,3,2010,17669.0, Canada,15,6,0,0,"5' 6""","68""",Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,71.42857,1984,18,8,1,0,"5' 10""","70""",Southpaw,5.35,39.0,3.54,61.0,1.83,33.0,80.0,1.0,66.666664,1981
1372,Mac Danzig,Matt Wiman,0,Lightweight,f,SUB,1,2010,17669.0, Canada,22,12,1,0,"5' 8""","70""",Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,62.857143,1980,16,7,0,0,"5' 10""","68""",Orthodox,3.51,50.0,3.24,54.0,2.41,38.0,63.0,1.8,69.565216,1983
1373,Mario Miranda,David Loiseau,1,Middleweight,f,KO/TKO,2,2010,17669.0, Canada,12,3,0,0,"6' 3""","74""",Orthodox,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,80.0,1979,20,10,0,0,"6' 0""","76""",Orthodox,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,66.666664,1979
1374,Peter Sobotta,James Wilks,0,Welterweight,f,DEC,3,2010,17669.0, Canada,17,6,1,0,"6' 0""","75""",Southpaw,2.17,39.0,2.89,59.0,1.76,35.0,77.0,0.6,70.833336,1987,7,4,0,0,"6' 1""","75""",Orthodox,1.82,45.0,2.03,50.0,1.27,22.0,66.0,3.8,63.636364,1978
1375,Claude Patrick,Ricardo Funch,1,Welterweight,f,SUB,2,2010,17669.0, Canada,14,2,0,0,"5' 11""","75""",Orthodox,1.8,55.0,0.89,69.0,2.32,53.0,84.0,1.7,87.5,1980,8,4,0,0,"5' 10""","76""",Southpaw,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,66.666664,1980
1376,Mike Pyle,Jesse Lennox,1,Welterweight,f,SUB,3,2010,17669.0, Canada,27,14,1,0,"6' 0""","74""",Orthodox,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,64.28571,1975,15,3,0,0,"5' 9""","72""",Orthodox,2.69,32.0,3.2,64.0,1.22,66.0,63.0,0.3,83.333336,1982
1377,Court McGee,Kris McCray,1,Middleweight,t,SUB,2,2010,1889.0, USA,20,7,0,0,"5' 11""","75""",Orthodox,4.72,36.0,3.43,63.0,1.98,24.0,62.0,0.5,74.07407,1984,6,3,0,0,"6' 0""","76""",Orthodox,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,66.666664,1981
1378,Keith Jardine,Matt Hamill,0,Light Heavyweight,f,DEC,3,2010,1889.0, USA,17,10,2,0,"6' 2""","76""",Orthodox,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,58.62069,1975,12,5,0,0,"6' 1""","76""",Orthodox,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,70.588234,1976
1379,Chris Leben,Aaron Simpson,1,Middleweight,f,KO/TKO,2,2010,1889.0, USA,22,11,0,0,"5' 11""","74""",Southpaw,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,66.666664,1980,11,4,0,0,"6' 0""","73""",Orthodox,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,73.333336,1974
1380,Spencer Fisher,Dennis Siver,0,Lightweight,f,DEC,3,2010,1889.0, USA,25,9,0,0,"5' 7""","70""",Southpaw,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,73.52941,1976,23,11,0,1,"5' 6""","70""",Orthodox,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,1979
1381,Rich Attonito,Jamie Yager,1,Middleweight,f,KO/TKO,2,2010,1889.0, USA,10,5,0,0,"5' 10""","72""",Orthodox,2.28,47.0,2.13,59.0,0.74,37.0,75.0,0.0,66.666664,1977,5,2,0,0,"6' 1""",,Orthodox,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,71.42857,1983
1382,John Gunderson,Mark Holst,1,Lightweight,f,DEC,3,2010,1889.0, USA,32,12,2,0,"5' 9""","69""",Orthodox,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0,69.565216,1979,9,3,0,0,"6' 0""",,Orthodox,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3,75.0,1985
1383,Brad Tavares,Seth Baczynski,1,Middleweight,f,DEC,3,2010,1889.0, USA,17,6,0,0,"6' 1""","74""",Orthodox,3.02,40.0,2.73,55.0,1.04,27.0,77.0,0.0,73.91304,1987,18,11,0,0,"6' 3""","74""",Orthodox,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,62.068966,1981
1384,Josh Bryant,Kyle Noke,0,Middleweight,f,KO/TKO,2,2010,1889.0, USA,12,1,0,0,"5' 10""",,Orthodox,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,92.30769,1980,22,10,1,0,"6' 1""","76""",Southpaw,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8,66.666664,1980
1385,James Hammortree,Chris Camozzi,0,Middleweight,f,DEC,3,2010,1889.0, USA,6,2,0,0,"6' 3""",,Orthodox,1.93,30.0,4.13,44.0,2.0,50.0,100.0,1.0,75.0,1983,24,13,0,0,"6' 2""","76""",Orthodox,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,64.86487,1986
1386,Travis Browne,James McSweeney,1,Heavyweight,f,KO/TKO,1,2010,1889.0, USA,18,7,1,0,"6' 6""","79""",Orthodox,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,69.23077,1982,6,9,0,0,"6' 4""","77""",Switch,3.94,55.0,4.33,42.0,0.52,33.0,100.0,1.1,40.0,1980
1387,Shane Carwin,Brock Lesnar,0,Heavyweight,t,SUB,2,2010,12740.0, USA,12,2,0,0,"6' 2""","80""",Orthodox,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,85.71429,1975,5,3,0,1,"6' 3""","81""",Orthodox,3.53,72.0,2.11,50.0,3.9,55.0,60.0,0.5,55.555557,1977
1388,Yoshihiro Akiyama,Chris Leben,0,Middleweight,f,SUB,3,2010,12740.0, USA,14,6,0,2,"5' 10""","73""",Orthodox,3.1,41.0,3.62,57.0,2.29,67.0,92.0,1.0,63.636364,1975,22,11,0,0,"5' 11""","74""",Southpaw,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,66.666664,1980
1389,Matt Brown,Chris Lytle,0,Welterweight,f,SUB,2,2010,12740.0, USA,23,16,0,0,"6' 0""","75""",Orthodox,3.78,53.0,2.64,56.0,1.57,46.0,63.0,1.6,58.974358,1981,31,18,5,0,"5' 11""","68""",Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,57.407406,1974
1390,Stephan Bonnar,Krzysztof Soszynski,1,Light Heavyweight,f,KO/TKO,2,2010,12740.0, USA,17,8,0,0,"6' 4""","78""",Orthodox,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,68.0,1977,26,12,1,0,"6' 1""","77""",Open Stance,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0,66.666664,1977
1391,Kurt Pellegrino,George Sotiropoulos,0,Lightweight,f,DEC,3,2010,12740.0, USA,16,6,0,0,"5' 8""","70""",Orthodox,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,72.72727,1979,14,6,0,0,"5' 10""","71""",Orthodox,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6,70.0,1977
1392,Brendan Schaub,Chris Tuchscherer,1,Heavyweight,f,KO/TKO,1,2010,12740.0, USA,11,5,0,0,"6' 4""","78""",Orthodox,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,68.75,1983,21,4,0,1,"6' 2""","76""",Orthodox,1.35,31.0,3.17,47.0,1.19,18.0,0.0,0.6,80.76923,1975
1393,Seth Petruzelli,Ricardo Romero,0,Light Heavyweight,f,SUB,2,2010,12740.0, USA,14,6,0,0,"6' 0""","76""",Orthodox,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3,70.0,1979,11,3,0,0,"6' 0""","76""",Orthodox,2.17,55.0,4.77,46.0,1.63,10.0,100.0,3.3,78.57143,1978
1394,Kendall Grove,Goran Reljic,1,Middleweight,f,DEC,3,2010,12740.0, USA,13,10,0,1,"6' 6""","79""",Orthodox,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,54.166668,1982,9,3,0,0,"6' 3""","81""",Southpaw,1.69,37.0,2.69,59.0,1.69,50.0,33.0,1.1,75.0,1984
1395,David Branch,Gerald Harris,0,Middleweight,f,KO/TKO,3,2010,12740.0, USA,22,5,0,0,"6' 1""","78""",Orthodox,1.67,40.0,1.89,56.0,2.58,32.0,42.0,0.0,81.48148,1981,19,4,0,0,"5' 11""","77""",Southpaw,1.41,29.0,1.58,62.0,2.96,54.0,72.0,0.0,82.608696,1979
1396,Forrest Petz,Daniel Roberts,0,Welterweight,f,DEC,3,2010,12740.0, USA,24,9,0,0,"5' 9""","71""",Orthodox,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,72.72727,1975,12,4,0,0,"5' 10""","74""",Southpaw,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5,75.0,1980
1397,Jon Madsen,Karlos Vemola,1,Heavyweight,f,DEC,3,2010,12740.0, USA,7,1,0,0,"6' 0""","72""",Orthodox,2.46,41.0,1.18,81.0,1.32,71.0,70.0,0.0,87.5,1980,10,4,0,0,"6' 0""","75""",Orthodox,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,71.42857,1985
1398,Jon Jones,Vladimir Matyushenko,1,Light Heavyweight,f,KO/TKO,1,2010,8132.0, USA,22,1,0,1,"6' 4""","84""",Orthodox,4.41,55.0,2.12,65.0,2.13,50.0,95.0,0.6,91.666664,1987,26,7,0,0,"6' 0""","74""",Orthodox,1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1,78.78788,1971
1399,Mark Munoz,Yushin Okami,0,Middleweight,f,DEC,3,2010,8132.0, USA,14,6,0,0,"6' 0""","72""",Orthodox,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,70.0,1978,35,11,0,0,"6' 2""","75""",Southpaw,2.14,39.0,2.1,62.0,2.1,46.0,84.0,0.5,76.08696,1981
1400,John Howard,Jake Ellenberger,0,Welterweight,f,KO/TKO,3,2010,8132.0, USA,23,12,0,0,"5' 7""","71""",Orthodox,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,65.71429,1983,31,15,0,0,"5' 9""","71""",Orthodox,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,1985
1401,Takanori Gomi,Tyson Griffin,1,Lightweight,f,KO/TKO,1,2010,8132.0, USA,35,14,0,1,"5' 7""","70""",Southpaw,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,70.0,1978,15,6,0,0,"5' 6""","68""",Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,71.42857,1984
1402,Paul Kelly,Jacob Volkmann,0,Lightweight,f,DEC,3,2010,8132.0, USA,12,4,0,0,"5' 9""","70""",Orthodox,3.22,37.0,2.61,59.0,1.34,60.0,30.0,1.5,75.0,1984,15,4,0,0,"5' 9""","71""",Southpaw,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,78.947365,1980
1403,Matthew Riddle,DaMarques Johnson,1,Welterweight,f,KO/TKO,2,2010,8132.0, USA,7,3,0,2,"6' 1""","74""",Southpaw,3.01,42.0,2.74,54.0,3.51,50.0,89.0,0.5,58.333332,1986,18,12,0,0,"6' 1""","75""",Orthodox,2.11,37.0,3.75,51.0,1.18,55.0,19.0,0.7,60.0,1982
1404,Igor Pokrajac,James Irvin,1,Light Heavyweight,f,SUB,1,2010,8132.0, USA,28,13,0,1,"6' 0""","76""",Orthodox,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,66.666664,1979,15,9,0,2,"6' 2""","75""",Orthodox,2.03,48.0,3.86,35.0,0.0,0.0,36.0,0.5,57.692307,1978
1405,Mike Massenzio,Brian Stann,0,Middleweight,f,SUB,3,2010,8132.0, USA,13,6,0,0,"6' 2""","73""",Southpaw,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,68.42105,1982,12,6,0,0,"6' 1""","74""",Orthodox,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3,66.666664,1980
1406,Darren Elkins,Charles Oliveira,0,Lightweight,f,SUB,1,2010,8132.0, USA,25,7,0,0,"5' 10""","71""",Orthodox,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,1984,24,8,0,1,"5' 10""","74""",Orthodox,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72727,1989
1407,Rob Kimmons,Steve Steinbeiss,1,Middleweight,f,DEC,3,2010,8132.0, USA,24,8,0,0,"5' 10""","73""",Orthodox,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,75.0,1981,7,4,0,0,"6' 3""","75""",Orthodox,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0,63.636364,1981
1408,Anderson Silva,Chael Sonnen,1,Middleweight,t,SUB,5,2010,12971.0, USA,34,8,0,1,"6' 2""","77""",Southpaw,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06977,1975,29,14,1,0,"6' 1""","74""",Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,65.90909,1977
1409,Thiago Alves,Jon Fitch,0,Welterweight,f,DEC,3,2010,12971.0, USA,27,13,0,0,"5' 9""","70""",Orthodox,3.61,40.0,3.13,64.0,0.74,68.0,63.0,0.3,67.5,1983,27,5,1,1,"6' 0""","76""",Orthodox,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,79.411766,1978
1410,Rafael Dos Anjos,Clay Guida,0,Lightweight,f,SUB,3,2010,12971.0, USA,28,10,0,0,"5' 8""","70""",Southpaw,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984,34,15,0,0,"5' 7""","70""",Orthodox,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,1981
1411,Matt Hughes,Ricardo Almeida,1,Welterweight,f,SUB,1,2010,12971.0, USA,45,9,0,0,"5' 9""","73""",Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,83.333336,1973,13,5,0,0,"6' 0""","74""",Orthodox,2.02,49.0,1.2,61.0,3.74,38.0,31.0,1.2,72.22222,1976
1412,Junior Dos Santos,Roy Nelson,1,Heavyweight,f,DEC,3,2010,12971.0, USA,19,5,0,0,"6' 4""","77""",Orthodox,4.83,48.0,3.17,58.0,0.36,55.0,80.0,0.1,79.166664,1984,23,14,0,0,"6' 0""","72""",Orthodox,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,1976
1413,Rick Story,Dustin Hazelett,1,Welterweight,f,KO/TKO,2,2010,12971.0, USA,19,9,0,0,"5' 9""","71""",Southpaw,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,1984,12,7,0,0,"6' 1""","76""",Orthodox,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1,63.157894,1986
1414,Rodney Wallace,Phil Davis,0,Light Heavyweight,f,DEC,3,2010,12971.0, USA,11,4,1,0,"5' 9""","72""",Switch,1.13,46.0,3.44,45.0,6.0,54.0,28.0,1.0,68.75,1981,13,3,0,1,"6' 2""","79""",Orthodox,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,76.47059,1984
1415,Charlie Brenneman,Johny Hendricks,0,Welterweight,f,KO/TKO,2,2010,12971.0, USA,19,8,0,0,"5' 10""","72""",Orthodox,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,70.37037,1981,18,8,0,0,"5' 9""","69""",Southpaw,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,69.23077,1983
1416,Tim Boetsch,Todd Brown,1,Light Heavyweight,f,DEC,3,2010,12971.0, USA,21,12,0,0,"6' 0""","74""",Orthodox,2.94,51.0,2.86,56.0,1.56,35.0,57.0,0.8,63.636364,1981,15,4,0,1,"5' 11""",,Orthodox,2.15,45.0,3.85,48.0,0.0,0.0,50.0,0.0,75.0,1976
1417,Christian Morecraft,Stefan Struve,0,Heavyweight,f,KO/TKO,2,2010,12971.0, USA,7,3,0,0,"6' 6""","81""",Orthodox,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,70.0,1986,32,11,0,0,"6' 11""","84""",Orthodox,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,1988
1418,Ben Saunders,Dennis Hallman,0,Welterweight,f,DEC,3,2010,12971.0, USA,22,11,2,0,"6' 2""","77""",Orthodox,3.19,50.0,3.58,51.0,0.22,40.0,68.0,1.0,62.857143,1983,67,14,2,1,"5' 9""","72""",Orthodox,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,79.7619,1975
1419,BJ Penn,Frankie Edgar,0,Lightweight,t,DEC,5,2010,14168.0, USA,16,12,2,0,"5' 9""","70""",Orthodox,2.71,49.0,3.12,56.0,1.24,55.0,75.0,0.5,53.333332,1978,22,6,1,0,"5' 6""","68""",Orthodox,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86207,1981
1420,James Toney,Randy Couture,0,Heavyweight,f,SUB,1,2010,14168.0, USA,0,1,0,0,"5' 9""",,Orthodox,0.0,0.0,2.41,27.0,0.0,0.0,0.0,0.0,0.0,1968,19,11,0,0,"6' 1""","75""",Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,63.333332,1963
1421,Demian Maia,Mario Miranda,1,Middleweight,f,DEC,3,2010,14168.0, USA,25,9,0,0,"6' 1""","72""",Southpaw,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977,12,3,0,0,"6' 3""","74""",Orthodox,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,80.0,1979
1422,Kenny Florian,Gray Maynard,0,Lightweight,f,DEC,3,2010,14168.0, USA,14,6,0,0,"5' 10""","74""",Southpaw,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,70.0,1976,14,8,1,1,"5' 9""","70""",Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,58.333332,1979
1423,Marcus Davis,Nate Diaz,0,Welterweight,f,SUB,3,2010,14168.0, USA,20,9,0,1,"5' 10""","70""",Southpaw,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,66.666664,1973,20,11,0,0,"6' 0""","76""",Southpaw,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,1985
1424,Joe Lauzon,Gabe Ruediger,1,Lightweight,f,SUB,1,2010,14168.0, USA,27,16,0,0,"5' 10""","71""",Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,1984,17,7,0,0,"5' 10""",,Orthodox,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0,70.833336,1977
1425,Andre Winner,Nik Lentz,0,Lightweight,f,DEC,3,2010,14168.0, USA,13,6,1,0,"5' 11""","73""",Orthodox,2.52,33.0,4.57,51.0,0.0,0.0,74.0,0.0,65.0,1981,31,9,2,1,"5' 8""","68""",Orthodox,3.42,49.0,3.0,49.0,3.5,35.0,44.0,1.3,72.093025,1984
1426,Dan Miller,John Salter,1,Middleweight,f,SUB,2,2010,14168.0, USA,14,8,0,1,"6' 1""","74""",Orthodox,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,60.869564,1981,8,2,0,0,"6' 1""","74""",Southpaw,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5,80.0,1985
1427,Nick Osipczak,Greg Soto,0,Welterweight,f,DEC,3,2010,14168.0, USA,5,3,0,0,"6' 2""","76""",Orthodox,2.83,50.0,3.77,50.0,1.2,45.0,71.0,1.0,62.5,1984,8,2,0,0,"5' 11""","73""",Orthodox,3.21,63.0,2.61,52.0,1.49,27.0,44.0,1.0,80.0,1986
1428,Mike Pierce,Amilcar Alves,1,Welterweight,f,SUB,3,2010,14168.0, USA,17,7,0,0,"5' 8""","70""",Orthodox,2.62,42.0,2.36,62.0,3.08,42.0,71.0,0.2,70.833336,1980,11,4,0,0,"6' 0""",,Southpaw,0.5,46.0,2.02,30.0,0.0,0.0,53.0,0.0,73.333336,1988
1429,Nate Marquardt,Rousimar Palhares,1,Middleweight,f,KO/TKO,1,2010,7724.0, USA,38,19,2,0,"6' 0""","74""",Orthodox,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,64.40678,1979,24,5,0,0,"5' 8""","71""",Orthodox,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1,82.75862,1980
1430,Efrain Escudero,Charles Oliveira,0,Lightweight,f,SUB,3,2010,7724.0, USA,25,11,0,0,"5' 9""","70""",Orthodox,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,69.44444,1986,24,8,0,1,"5' 10""","74""",Orthodox,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72727,1989
1431,Gleison Tibau,Jim Miller,0,Lightweight,f,DEC,3,2010,7724.0, USA,40,14,0,0,"5' 10""","71""",Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983,29,12,0,1,"5' 8""","71""",Southpaw,2.79,40.0,2.89,59.0,1.7,41.0,47.0,1.9,69.04762,1983
1432,Cole Miller,Ross Pearson,1,Lightweight,f,SUB,2,2010,7724.0, USA,21,11,0,1,"6' 1""","74""",Orthodox,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,63.636364,1984,22,15,0,1,"5' 8""","69""",Orthodox,3.67,40.0,4.04,62.0,0.75,36.0,75.0,0.0,57.894737,1984
1433,Yves Edwards,John Gunderson,1,Lightweight,f,DEC,3,2010,7724.0, USA,42,22,1,1,"5' 9""","73""",Southpaw,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,63.636364,1976,32,12,2,0,"5' 9""","69""",Orthodox,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0,69.565216,1979
1434,Kyle Kingsbury,Jared Hamman,1,Light Heavyweight,f,DEC,3,2010,7724.0, USA,11,6,0,1,"6' 4""","76""",Orthodox,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,61.11111,1982,13,6,0,0,"6' 3""","75""",Orthodox,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,68.42105,1982
1435,Tomasz Drwal,David Branch,0,Middleweight,f,DEC,3,2010,7724.0, USA,19,4,1,0,"6' 1""","76""",Orthodox,3.29,38.0,2.26,57.0,3.55,60.0,82.0,0.4,79.166664,1982,22,5,0,0,"6' 1""","78""",Orthodox,1.67,40.0,1.89,56.0,2.58,32.0,42.0,0.0,81.48148,1981
1436,Rich Attonito,Rafael Natal,1,Middleweight,f,DEC,3,2010,7724.0, USA,10,5,0,0,"5' 10""","72""",Orthodox,2.28,47.0,2.13,59.0,0.74,37.0,75.0,0.0,66.666664,1977,21,9,1,0,"6' 0""","76""",Orthodox,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,67.741936,1982
1437,TJ Waldburger,David Mitchell,1,Welterweight,f,DEC,3,2010,7724.0, USA,16,9,0,0,"5' 11""","75""",Orthodox,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8,64.0,1988,12,4,0,0,"6' 0""","76""",Orthodox,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,75.0,1979
1438,Brian Foster,Forrest Petz,1,Welterweight,f,KO/TKO,1,2010,7724.0, USA,18,5,0,0,"5' 9""","71""",Orthodox,3.3,39.0,1.63,65.0,3.67,60.0,37.0,1.8,78.26087,1984,24,9,0,0,"5' 9""","71""",Orthodox,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,72.72727,1975
